minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.5990943187370611,29.694665817553826,14.122535556679717,35.67745203778359,9.602193685063135,17.779659656127095,12.43468666710175,26.613168333487558
0,Marvin the Martian,0.6132490923867401,31.587345781306865,15.380515045782094,32.911035187177305,5.965590025161937,22.242831881055814,13.688149213876542,25.136978356180983
0,Road Runner,0.6348668444419486,24.051220597999016,12.889258981393231,35.10930535542062,5.458750733492706,23.57637591019678,12.024376790861558,25.320952204877408
0,Foghorn Leghorn,0.622704369873902,30.199921420956237,15.677824778930573,31.72454708971637,3.656701521522728,17.456591937182854,13.848965786564154,28.430686733722922
0,Bugs Bunny,0.630575799062828,32.38524321724669,15.985186366093206,36.79469405235641,7.016985505433967,26.708252575273693,11.895875339674966,22.67440629967262
0,Elmer Fudd,0.6226913658940613,27.561833832273,17.43859317121657,33.7258526308064,5.388716474539265,25.930372258890646,17.270003020126936,27.454844143663458
0,Lola Bunny,0.6469874854733754,32.652200538074815,15.008339826065708,37.300706156658066,5.357039825173391,21.775590261413463,13.797096198101194,30.59305872101092
0,Porky Pig,0.6062296919385839,32.22738257861917,15.758277077552439,36.508568015244336,5.669477648015942,20.961291382154045,14.379245536523271,28.572473226947857
0,Tasmanian Devil,0.6112583483221291,28.090242962416045,14.39411237757067,33.63811874504284,6.792697501430284,20.0394551175268,9.098894675397425,20.45067936424524
0,Gossamer,0.6165661659571608,30.371702511800027,15.597773187279472,32.82601481563806,6.379478199690032,16.854151736125,11.262216598145642,24.901267280581592
0,Granny,0.6150898479851337,27.818045341284297,14.031902481099296,37.24030819086367,6.592691139176472,14.527614068082828,14.42585031270557,33.860084957593465
0,Wile E. Coyote,0.6271262371817702,30.801707918823674,13.925062020185544,34.451654829027355,4.638420232037666,19.604147590697963,14.391940241217647,30.526970874995406
0,Tweety,0.6060310062850809,28.773182040476392,14.169794451454194,38.96190575464116,5.576874042563218,28.052825905886696,11.61313554081275,22.365195293708524
0,Penelope,0.6171946225446009,24.032360838576913,14.173391303515167,26.297578785688223,8.942238198680743,24.527092108224732,10.381231182416812,14.575930127457596
0,Daffy Duck,0.6285520756566307,28.826687020617218,14.434127766725858,32.324420687666176,5.334010763542596,21.67267372785566,11.467997726280004,23.341931163440314
12,Sylvester,0.6176561135762885,32.95918655558007,15.181668129248512,35.358869216716286,8.811980035716415,18.325116995873532,10.544657117024252,24.44851251009571
12,Marvin the Martian,0.6016208183456463,33.166973403189054,12.867170585492985,31.04908584666751,6.521287405253707,19.186594195454095,12.665441030114721,25.246596674007257
12,Road Runner,0.6177721514622206,28.136772291061973,13.86664222236454,34.729887862724226,6.964476067213962,27.04313716734902,13.204533506177935,23.091012348598902
12,Foghorn Leghorn,0.6144088466744291,31.626204391564713,15.279069658149767,33.09024701492722,4.879244903562949,22.78718643697317,15.237903004241105,27.457347045211108
12,Bugs Bunny,0.6255467750156203,32.46691792125152,16.25848220474066,33.64638003120867,6.905098991076008,21.864955616267608,11.150947991013886,22.35242260936902
12,Elmer Fudd,0.6231300023114313,31.283503376703095,15.538516481217007,38.50880698287194,8.554492152273545,29.4912695260129,16.34014231778052,27.476264623838
12,Lola Bunny,0.638746547750296,36.47507557443583,14.38862122151892,34.286042408656606,4.892661288900469,22.121887151632837,16.020543650278814,32.026985355445625
12,Porky Pig,0.6052829274626821,27.232514633312885,16.593829388665778,35.50761143593982,6.136619603806558,11.522361059250793,14.262867972836009,32.53114232354874
12,Tasmanian Devil,0.5995509138504688,28.20485311498131,15.705616293265981,32.12919502583415,4.417444583765692,22.45266873856684,7.897120586216199,15.595227640716743
12,Gossamer,0.6083811552928156,32.15606907173239,15.334866775097277,36.422201844469974,8.052816461958756,20.149086686387335,12.118589018101353,25.63851447285134
12,Granny,0.6097766503942246,29.94734132204392,14.497134867517243,38.455956981815596,5.857807523629188,22.771185435953498,10.273007574125586,23.549847831852695
12,Wile E. Coyote,0.6260789970018326,31.639646533712636,15.318613022744005,31.74850549869924,6.771638188186265,18.686536614833134,14.882370731811042,28.869168371205753
12,Tweety,0.6029271545250284,28.261316042159574,14.091441793414146,35.87616558195217,6.895861404715301,26.53514703811412,10.913925461617813,19.971715690683304
